name,reg,year,month,nl_count_0,nl_count_4,nl_min_0,nl_min_4,nl_max_0,nl_max_4,nl_mean_0,nl_mean_4,nl_sum_0,nl_sum_4,nl_nodata_0,nl_nodata_4,nl_median_0,nl_median_4,nl_std_0,nl_std_4,tw_count,tw_n_settlements,Labor_index,Unemployment_index,Investment_index,Loan_index,Economy_index,Interest_rate_index,Inflation_index,Bankruptcy_index,Export_index,Mortgage_loan_index,Baggage_index,Holiday_index,BMW_index,Mercedes_index,McDonalds_index,Calvin_Klein_index,Gucci_index,Emigration_index,Washing_machine_index,Fridge_index,Sony_index,apple_index,Fitness_index,Recruitment_index,Travel_index,Savings_index,Computer_security_index,Unemployment_benefits_index,Fashion_index,MBA_degree_index,area_sq_km
Chernihivska,UA_74,2010,5,,,,,,,,,,,,,,,,,0,45,100,0,100,50,58,95,95,35,0,0,100,20,53,32,0,0,0,0,48,38,0,32,90,0,31,0,0,0,30,100,31895.225
Chernivetska,UA_77,2010,5,,,,,,,,,,,,,,,,,0,11,49,0,0,0,83,100,0,0,0,0,0,9,30,0,100,0,0,0,70,29,100,29,0,100,48,0,0,0,14,0,8094.667
Dnipropetrovska,UA_12,2010,5,,,,,,,,,,,,,,,,,0,96,99,100,83,0,83,0,92,33,46,0,0,25,28,100,0,100,0,24,40,49,25,25,39,41,36,0,18,58,72,0,31910.455
Donetska,UA_14,2010,5,,,,,,,,,,,,,,,,,0,49,88,26,74,19,89,0,38,0,100,42,0,12,30,100,36,100,0,46,24,39,25,23,53,0,95,0,0,0,57,0,26499.604
Ivano-Frankivska,UA_26,2010,5,,,,,,,,,,,,,,,,,0,88,78,0,36,0,31,0,28,100,0,0,0,13,28,0,0,0,0,84,0,78,0,35,0,0,23,0,0,0,47,0,13933.037
Kharkivska,UA_63,2010,5,,,,,,,,,,,,,,,,,0,37,85,51,26,0,67,0,49,73,51,0,49,26,43,41,14,0,49,0,34,51,35,14,24,0,65,0,45,0,46,0,31434.879
Khersonska,UA_65,2010,5,,,,,,,,,,,,,,,,,0,40,100,0,0,0,27,0,0,0,0,0,0,10,38,0,0,0,0,0,0,29,49,0,0,0,0,0,0,0,47,0,26656.969
Khmelnytska,UA_68,2010,5,,,,,,,,,,,,,,,,,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20627.613
Kirovohradska,UA_35,2010,5,,,,,,,,,,,,,,,,,0,50,64,0,0,0,0,0,0,97,0,0,0,41,0,49,0,0,0,0,0,100,0,0,0,0,0,0,0,0,81,0,24577.918
Krym,UA_43,2010,5,,,,,,,,,,,,,,,,,0,14,22,0,15,35,72,0,0,50,0,0,0,55,44,65,0,0,0,0,0,0,33,0,43,0,0,0,0,0,72,0,25558.451
Kyivska,UA_32,2010,5,,,,,,,,,,,,,,,,,0,110,95,0,0,91,0,0,41,0,0,0,0,6,18,100,68,0,0,0,100,22,51,0,0,0,0,0,0,0,0,0,28131.504
Kyivska City,UA_30,2010,5,,,,,,,,,,,,,,,,,0,1,91,82,94,11,96,24,100,69,69,28,21,9,27,60,14,13,17,52,47,53,62,24,53,33,81,31,81,18,84,28,834.25281
Luhanska,UA_09,2010,5,,,,,,,,,,,,,,,,,0,60,44,0,0,0,23,0,89,100,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,37,0,26687.729
Lvivska,UA_46,2010,5,,,,,,,,,,,,,,,,,0,14,97,58,100,6,54,0,63,80,57,34,0,12,17,80,25,51,0,48,48,36,61,20,38,0,45,45,33,0,51,0,21823.723
Mykolaivska,UA_48,2010,5,,,,,,,,,,,,,,,,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24015.756
Odeska,UA_51,2010,5,,,,,,,,,,,,,,,,,0,44,65,52,12,7,88,0,22,100,44,0,21,14,26,42,22,36,60,0,14,54,61,44,40,100,68,0,24,0,80,0,33347.504
Poltavska,UA_53,2010,5,,,,,,,,,,,,,,,,,0,52,90,0,0,34,98,0,43,0,63,0,0,16,56,23,0,0,0,100,19,18,37,49,100,0,14,0,0,0,81,100,28722.865
Rivnenska,UA_56,2010,5,,,,,,,,,,,,,,,,,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20053.172
Sevastopilska,UA_40,2010,5,,,,,,,,,,,,,,,,,0,1,32,0,0,0,0,0,0,0,0,0,0,11,30,100,0,0,0,0,0,39,100,0,0,0,0,0,0,0,64,0,57.44772
Sumska,UA_59,2010,5,,,,,,,,,,,,,,,,,0,38,16,56,28,0,93,0,49,0,49,0,94,32,18,0,100,0,0,0,68,75,75,0,0,0,49,0,0,0,0,0,23842.014
Ternopilska,UA_61,2010,5,,,,,,,,,,,,,,,,,0,18,93,100,0,0,42,0,0,0,100,0,100,15,22,16,41,0,0,0,48,0,0,86,96,0,100,0,0,0,71,0,13833.407
Vinnytska,UA_05,2010,5,,,,,,,,,,,,,,,,,0,38,100,0,0,0,34,0,0,0,0,0,0,18,59,50,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,26490.973
Volynska,UA_07,2010,5,,,,,,,,,,,,,,,,,0,14,100,0,42,52,44,0,89,0,0,0,0,9,17,0,0,0,0,63,42,0,0,34,0,0,100,0,44,0,35,0,20149.451
Zakarpatska,UA_21,2010,5,,,,,,,,,,,,,,,,,0,31,0,0,0,0,100,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12758.455
Zaporizka,UA_23,2010,5,,,,,,,,,,,,,,,,,0,48,69,0,0,0,79,0,91,67,29,0,0,17,32,30,0,100,0,29,23,28,26,18,29,0,31,0,0,0,74,0,27180.066
Zhytomyrska,UA_18,2010,5,,,,,,,,,,,,,,,,,0,23,32,0,32,0,48,0,100,0,0,0,0,14,0,0,50,0,0,0,0,93,0,0,0,0,50,0,0,0,0,0,29838.738
Cherkaska,UA_71,2010,6,,,,,,,,,,,,,,,,,0,57,50,0,41,39,48,0,34,0,0,0,0,3,48,45,0,100,0,0,100,18,0,23,0,0,0,0,0,0,62,0,20939.982
Chernihivska,UA_74,2010,6,,,,,,,,,,,,,,,,,0,45,34,0,34,0,100,0,0,0,100,0,0,14,55,33,0,0,0,0,50,20,50,66,0,0,64,0,0,0,46,0,31895.225
Chernivetska,UA_77,2010,6,,,,,,,,,,,,,,,,,0,11,56,44,0,60,57,0,58,0,0,0,0,5,46,0,0,0,0,0,0,33,38,0,0,0,0,0,0,0,16,0,8094.667
Dnipropetrovska,UA_12,2010,6,,,,,,,,,,,,,,,,,0,96,50,0,66,0,50,0,41,22,31,0,46,21,24,67,46,0,0,32,21,24,33,53,26,55,54,0,48,0,41,0,31910.455
Donetska,UA_14,2010,6,,,,,,,,,,,,,,,,,0,49,100,28,43,20,55,57,67,46,75,0,61,8,23,23,0,26,0,0,6,100,70,74,32,22,100,32,25,44,39,0,26499.604
Ivano-Frankivska,UA_26,2010,6,,,,,,,,,,,,,,,,,0,88,62,0,0,0,0,0,28,99,0,100,0,0,41,75,0,100,0,0,38,38,46,0,0,0,23,0,100,0,46,0,13933.037
Kharkivska,UA_63,2010,6,,,,,,,,,,,,,,,,,0,37,38,0,43,15,88,0,18,27,76,0,0,11,24,18,16,53,27,92,25,73,77,87,40,52,54,100,100,0,34,0,31434.879
Khersonska,UA_65,2010,6,,,,,,,,,,,,,,,,,0,40,0,0,66,0,59,100,0,0,0,0,0,0,55,63,0,0,0,0,0,62,0,88,0,0,37,0,0,0,100,0,26656.969
Khmelnytska,UA_68,2010,6,,,,,,,,,,,,,,,,,0,19,100,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,20627.613
Kirovohradska,UA_35,2010,6,,,,,,,,,,,,,,,,,0,50,66,0,0,0,38,0,65,0,100,0,0,21,100,0,0,0,99,0,0,51,0,0,65,0,0,0,0,0,0,0,24577.918
Krym,UA_43,2010,6,,,,,,,,,,,,,,,,,0,14,45,0,31,74,28,0,44,53,0,0,100,33,46,34,0,0,0,57,0,51,0,47,0,0,0,0,0,0,91,0,25558.451
Kyivska,UA_32,2010,6,,,,,,,,,,,,,,,,,0,110,51,0,55,0,26,0,0,100,0,0,0,7,38,0,74,0,0,0,0,48,55,45,0,0,48,0,0,0,78,0,28131.504
Kyivska City,UA_30,2010,6,,,,,,,,,,,,,,,,,0,1,80,31,96,11,87,21,71,80,70,17,15,8,23,64,20,12,19,54,49,89,67,44,64,29,100,27,41,8,70,50,834.25281
Luhanska,UA_09,2010,6,,,,,,,,,,,,,,,,,0,60,48,0,60,100,100,0,97,0,0,0,0,24,14,0,61,0,0,0,0,0,41,91,100,0,15,0,100,0,14,0,26687.729
Lvivska,UA_46,2010,6,,,,,,,,,,,,,,,,,0,14,78,58,53,12,39,52,31,100,56,0,0,6,23,28,17,0,0,0,34,75,82,38,29,0,45,23,0,100,40,95,21823.723
Mykolaivska,UA_48,2010,6,,,,,,,,,,,,,,,,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24015.756
Odeska,UA_51,2010,6,,,,,,,,,,,,,,,,,0,44,70,0,47,29,100,98,22,0,55,0,43,12,13,42,0,36,0,25,14,62,50,51,24,0,58,0,73,0,63,100,33347.504
Poltavska,UA_53,2010,6,,,,,,,,,,,,,,,,,0,52,68,85,64,0,69,0,46,0,33,0,0,8,25,0,0,0,0,0,0,95,0,26,35,0,15,0,0,0,68,0,28722.865
Rivnenska,UA_56,2010,6,,,,,,,,,,,,,,,,,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20053.172
Sevastopilska,UA_40,2010,6,,,,,,,,,,,,,,,,,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,63,0,0,0,35,0,57.44772
Sumska,UA_59,2010,6,,,,,,,,,,,,,,,,,0,38,48,0,57,0,76,0,100,100,100,100,0,7,75,72,51,0,0,0,47,38,0,0,0,0,100,100,0,0,22,0,23842.014
Ternopilska,UA_61,2010,6,,,,,,,,,,,,,,,,,0,18,43,0,89,0,77,100,100,0,0,0,0,14,20,0,0,0,0,0,44,100,100,0,0,85,92,0,100,0,44,0,13833.407
Vinnytska,UA_05,2010,6,,,,,,,,,,,,,,,,,0,38,100,100,0,44,34,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,76,0,0,38,0,0,0,0,0,26490.973
Volynska,UA_07,2010,6,,,,,,,,,,,,,,,,,0,14,38,100,0,0,100,0,0,69,0,0,0,5,40,46,0,0,0,0,0,39,0,38,0,0,38,0,100,100,20,0,20149.451
Zakarpatska,UA_21,2010,6,,,,,,,,,,,,,,,,,0,31,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12758.455
Zaporizka,UA_23,2010,6,,,,,,,,,,,,,,,,,0,48,100,54,30,0,43,0,33,0,31,0,98,11,35,33,25,0,0,0,25,53,84,38,0,0,34,0,0,54,95,0,27180.066
Zhytomyrska,UA_18,2010,6,,,,,,,,,,,,,,,,,0,23,0,87,0,100,47,0,0,0,0,0,0,0,0,43,100,0,0,0,0,92,0,100,100,0,50,0,0,0,36,0,29838.738
Cherkaska,UA_71,2010,7,,,,,,,,,,,,,,,,,0,57,0,46,42,0,33,0,35,37,0,0,100,6,20,0,0,71,0,100,0,57,31,23,42,0,100,0,0,0,13,100,20939.982
Chernihivska,UA_74,2010,7,,,,,,,,,,,,,,,,,0,45,23,39,34,0,0,0,0,0,50,0,0,11,28,100,100,0,0,0,100,98,100,99,0,0,96,0,54,0,62,0,31895.225
Chernivetska,UA_77,2010,7,,,,,,,,,,,,,,,,,0,11,0,48,0,0,41,0,0,0,44,0,0,6,12,0,0,0,0,100,87,71,0,0,0,0,0,0,0,0,0,0,8094.667
Dnipropetrovska,UA_12,2010,7,,,,,,,,,,,,,,,,,0,96,85,38,0,34,11,100,23,100,0,0,0,14,18,91,26,0,31,0,36,81,50,37,73,0,100,0,27,0,23,0,31910.455
Donetska,UA_14,2010,7,,,,,,,,,,,,,,,,,0,49,63,45,28,0,31,0,58,100,49,0,66,20,10,76,41,28,15,26,48,32,47,32,17,24,98,0,14,0,74,100,26499.604
Ivano-Frankivska,UA_26,2010,7,,,,,,,,,,,,,,,,,0,88,0,0,0,0,35,0,0,0,0,0,0,5,16,0,28,0,0,0,0,0,26,39,0,0,53,0,0,0,80,0,13933.037
Kharkivska,UA_63,2010,7,,,,,,,,,,,,,,,,,0,37,56,63,47,0,7,0,0,90,62,0,0,17,34,100,35,59,0,51,56,89,21,26,30,0,100,0,83,100,56,100,31434.879
Khersonska,UA_65,2010,7,,,,,,,,,,,,,,,,,0,40,12,0,0,0,0,0,0,100,54,0,0,16,27,0,0,0,0,100,0,31,54,89,37,0,0,0,0,0,34,0,26656.969
Khmelnytska,UA_68,2010,7,,,,,,,,,,,,,,,,,0,19,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20627.613
Kirovohradska,UA_35,2010,7,,,,,,,,,,,,,,,,,0,50,33,0,62,0,0,0,64,0,99,0,0,21,0,100,0,99,0,0,0,0,67,79,0,0,0,0,0,0,55,0,24577.918
Krym,UA_43,2010,7,,,,,,,,,,,,,,,,,0,14,22,0,0,0,28,0,0,0,36,0,0,40,82,100,52,0,100,0,98,100,11,23,89,0,34,0,0,0,59,0,25558.451
Kyivska,UA_32,2010,7,,,,,,,,,,,,,,,,,0,110,53,0,0,0,0,0,0,0,70,0,0,14,0,56,0,0,100,0,0,100,58,0,0,100,100,0,0,0,40,0,28131.504
Kyivska City,UA_30,2010,7,,,,,,,,,,,,,,,,,0,1,52,40,78,10,54,24,62,100,58,24,25,7,23,61,14,30,13,80,38,93,63,29,51,28,96,17,89,23,72,47,834.25281
Luhanska,UA_09,2010,7,,,,,,,,,,,,,,,,,0,60,53,0,66,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,81,45,100,55,0,17,0,0,0,15,0,26687.729
Lvivska,UA_46,2010,7,,,,,,,,,,,,,,,,,0,14,31,21,30,0,65,0,35,67,27,0,0,8,27,76,9,28,16,27,38,79,57,16,0,0,59,25,54,0,80,53,21823.723
Mykolaivska,UA_48,2010,7,,,,,,,,,,,,,,,,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24015.756
Odeska,UA_51,2010,7,,,,,,,,,,,,,,,,,0,44,61,0,12,7,25,0,11,0,34,0,0,11,33,37,15,74,15,26,14,68,73,64,41,0,89,0,100,0,30,0,33347.504
Poltavska,UA_53,2010,7,,,,,,,,,,,,,,,,,0,52,39,0,30,0,16,0,0,57,32,0,0,10,0,23,0,0,75,0,56,90,18,24,33,0,86,0,0,0,16,0,28722.865
Rivnenska,UA_56,2010,7,,,,,,,,,,,,,,,,,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20053.172
Sevastopilska,UA_40,2010,7,,,,,,,,,,,,,,,,,0,1,100,0,100,0,0,0,0,0,100,0,0,24,0,0,0,0,100,0,35,0,0,0,0,0,61,0,0,0,100,0,57.44772
Sumska,UA_59,2010,7,,,,,,,,,,,,,,,,,0,38,21,74,37,0,25,0,0,0,0,0,0,26,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,29,0,23842.014
Ternopilska,UA_61,2010,7,,,,,,,,,,,,,,,,,0,18,100,0,0,0,45,0,0,0,0,0,0,6,12,52,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,13833.407
Vinnytska,UA_05,2010,7,,,,,,,,,,,,,,,,,0,38,35,0,0,0,36,0,0,0,100,0,0,9,31,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,35,0,26490.973
Volynska,UA_07,2010,7,,,,,,,,,,,,,,,,,0,14,19,0,47,0,25,0,100,0,0,0,0,20,59,0,25,0,100,0,0,77,0,0,0,0,38,0,99,0,100,0,20149.451
Zakarpatska,UA_21,2010,7,,,,,,,,,,,,,,,,,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,73,0,0,0,60,0,12758.455
Zaporizka,UA_23,2010,7,,,,,,,,,,,,,,,,,0,48,76,0,0,0,58,0,33,37,0,97,100,11,28,100,51,0,0,32,26,100,85,39,64,0,69,0,40,0,65,0,27180.066
Zhytomyrska,UA_18,2010,7,,,,,,,,,,,,,,,,,0,23,34,0,0,0,0,0,0,0,0,0,0,0,48,47,0,0,0,0,0,100,0,54,0,0,54,0,0,0,39,0,29838.738
Cherkaska,UA_71,2010,8,,,,,,,,,,,,,,,,,0,57,17,0,42,0,0,0,0,37,60,0,0,17,10,23,0,82,0,98,34,75,0,23,41,0,0,0,0,0,25,0,20939.982
Chernihivska,UA_74,2010,8,,,,,,,,,,,,,,,,,0,45,35,0,0,0,0,0,0,0,51,0,0,7,70,34,0,0,0,0,0,100,26,67,0,0,33,0,0,0,32,0,31895.225
Chernivetska,UA_77,2010,8,,,,,,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0,0,0,0,10,23,0,0,0,0,0,81,100,77,0,100,0,0,0,0,0,17,0,8094.667
Dnipropetrovska,UA_12,2010,8,,,,,,,,,,,,,,,,,0,96,45,80,40,0,30,53,24,53,0,58,0,16,17,64,27,53,0,77,26,100,13,95,47,66,81,0,0,0,41,0,31910.455
Donetska,UA_14,2010,8,,,,,,,,,,,,,,,,,0,49,32,0,52,0,21,0,14,47,46,90,0,14,30,36,58,0,43,0,26,64,89,35,40,23,46,0,0,0,74,0,26499.604
Ivano-Frankivska,UA_26,2010,8,,,,,,,,,,,,,,,,,0,88,91,0,0,76,36,0,33,0,0,0,0,10,32,0,0,0,0,0,0,46,0,0,0,0,27,0,59,0,82,0,13933.037
Kharkivska,UA_63,2010,8,,,,,,,,,,,,,,,,,0,37,27,0,93,17,30,0,40,0,41,0,0,8,37,69,0,58,30,100,0,88,0,26,44,28,49,0,0,0,47,0,31434.879
Khersonska,UA_65,2010,8,,,,,,,,,,,,,,,,,0,40,12,0,0,0,0,0,0,0,55,0,0,11,28,0,0,0,100,0,55,31,54,0,37,0,37,100,0,0,51,0,26656.969
Khmelnytska,UA_68,2010,8,,,,,,,,,,,,,,,,,0,19,0,0,0,0,51,0,0,0,0,0,0,32,100,0,0,41,0,0,0,41,0,0,0,0,100,0,0,0,0,0,20627.613
Kirovohradska,UA_35,2010,8,,,,,,,,,,,,,,,,,0,50,0,0,0,0,0,100,0,0,91,0,0,38,0,46,0,0,0,0,0,0,0,0,59,0,100,0,0,0,100,0,24577.918
Krym,UA_43,2010,8,,,,,,,,,,,,,,,,,0,14,0,0,0,0,29,0,45,54,75,0,0,17,66,69,53,0,52,0,68,0,12,0,0,100,18,0,0,0,46,0,25558.451
Kyivska,UA_32,2010,8,,,,,,,,,,,,,,,,,0,110,24,0,0,0,24,0,0,0,0,0,0,6,88,0,68,0,0,100,0,45,0,42,0,0,0,0,0,0,72,0,28131.504
Kyivska City,UA_30,2010,8,,,,,,,,,,,,,,,,,0,1,46,42,62,12,55,29,57,79,63,17,30,8,27,66,13,43,12,84,53,77,71,35,75,33,72,54,58,16,59,75,834.25281
Luhanska,UA_09,2010,8,,,,,,,,,,,,,,,,,0,60,74,66,62,0,13,0,100,0,0,100,0,12,28,0,0,0,0,0,0,76,0,0,51,0,31,0,0,0,28,0,26687.729
Lvivska,UA_46,2010,8,,,,,,,,,,,,,,,,,0,14,24,0,55,7,46,0,29,47,85,40,0,10,25,74,20,0,17,84,32,94,48,24,56,9,76,0,76,0,68,56,21823.723
Mykolaivska,UA_48,2010,8,,,,,,,,,,,,,,,,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24015.756
Odeska,UA_51,2010,8,,,,,,,,,,,,,,,,,0,44,66,27,60,22,53,0,100,51,22,0,0,13,33,79,22,37,15,0,58,55,41,41,49,34,59,0,25,0,56,51,33347.504
Poltavska,UA_53,2010,8,,,,,,,,,,,,,,,,,0,52,52,0,30,0,33,54,0,0,0,0,0,10,40,23,0,0,75,0,19,72,0,97,33,0,72,0,0,0,81,0,28722.865
Rivnenska,UA_56,2010,8,,,,,,,,,,,,,,,,,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20053.172
Sevastopilska,UA_40,2010,8,,,,,,,,,,,,,,,,,0,1,35,0,0,0,66,0,0,0,0,0,0,25,98,55,100,0,0,0,0,42,0,0,0,0,0,0,0,0,35,0,57.44772
Sumska,UA_59,2010,8,,,,,,,,,,,,,,,,,0,38,23,0,41,100,0,0,0,72,0,0,0,0,27,0,0,0,0,100,100,55,0,0,100,0,0,0,100,0,0,0,23842.014
Ternopilska,UA_61,2010,8,,,,,,,,,,,,,,,,,0,18,25,0,0,0,0,0,0,0,0,0,0,6,36,17,0,0,0,0,0,78,58,47,0,0,36,0,0,0,26,0,13833.407
Vinnytska,UA_05,2010,8,,,,,,,,,,,,,,,,,0,38,0,0,64,0,0,0,41,0,0,0,0,10,0,0,0,0,0,0,0,100,0,0,0,0,85,0,0,0,37,0,26490.973
Volynska,UA_07,2010,8,,,,,,,,,,,,,,,,,0,14,42,0,0,0,28,0,0,0,0,0,100,6,43,0,0,0,0,0,52,43,69,42,0,0,42,0,55,0,44,0,20149.451
Zakarpatska,UA_21,2010,8,,,,,,,,,,,,,,,,,0,31,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,12758.455
Zaporizka,UA_23,2010,8,,,,,,,,,,,,,,,,,0,48,39,57,32,0,45,0,69,38,33,100,0,11,22,34,0,0,0,100,53,32,29,40,33,0,18,0,83,0,100,0,27180.066
Zhytomyrska,UA_18,2010,8,,,,,,,,,,,,,,,,,0,23,43,0,0,0,0,0,0,0,100,0,0,0,60,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,29838.738
Cherkaska,UA_71,2010,9,,,,,,,,,,,,,,,,,2,57,37,40,18,0,100,0,31,32,27,0,0,15,52,60,54,56,0,0,30,50,80,61,73,0,35,0,0,0,66,0,20939.982
Chernihivska,UA_74,2010,9,,,,,,,,,,,,,,,,,7,45,32,0,0,0,73,0,45,0,46,0,0,23,13,31,0,0,0,0,23,54,69,60,0,0,0,98,0,0,57,0,31895.225
Chernivetska,UA_77,2010,9,,,,,,,,,,,,,,,,,1,11,50,40,42,0,17,0,0,0,37,0,0,14,10,0,0,0,0,0,0,60,0,90,0,0,50,0,0,0,45,100,8094.667
Dnipropetrovska,UA_12,2010,9,,,,,,,,,,,,,,,,,154,96,58,69,0,10,57,0,63,23,64,100,0,27,14,69,12,46,0,100,11,31,23,61,0,0,28,0,0,0,64,0,31910.455
Donetska,UA_14,2010,9,,,,,,,,,,,,,,,,,1106,49,76,61,53,0,94,100,71,14,40,0,0,22,26,82,100,23,62,0,45,13,100,26,56,20,64,0,11,39,76,0,26499.604
Ivano-Frankivska,UA_26,2010,9,,,,,,,,,,,,,,,,,2,88,84,0,0,0,100,0,0,0,0,0,0,10,0,82,0,0,0,90,84,42,0,37,0,0,0,0,0,0,25,0,13933.037
Kharkivska,UA_63,2010,9,,,,,,,,,,,,,,,,,97,37,63,26,26,14,49,0,100,99,69,0,100,32,28,41,44,0,25,83,58,51,70,22,24,0,58,91,23,0,39,0,31434.879
Khersonska,UA_65,2010,9,,,,,,,,,,,,,,,,,6,40,21,0,57,0,51,0,45,0,93,0,0,5,12,55,66,0,86,86,0,27,0,0,0,0,0,0,0,0,29,0,26656.969
Khmelnytska,UA_68,2010,9,,,,,,,,,,,,,,,,,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,20627.613
Kirovohradska,UA_35,2010,9,,,,,,,,,,,,,,,,,3,50,0,0,0,0,100,0,58,0,0,100,0,9,0,89,0,0,0,0,0,0,59,71,0,0,49,0,0,0,49,0,24577.918
Krym,UA_43,2010,9,,,,,,,,,,,,,,,,,34,14,23,56,0,0,48,100,0,0,37,0,0,50,28,34,0,0,0,0,0,17,23,47,0,0,0,0,0,0,30,0,25558.451
Kyivska,UA_32,2010,9,,,,,,,,,,,,,,,,,92,110,0,0,0,0,44,0,38,0,0,0,0,23,32,46,0,100,0,91,91,20,0,38,0,0,81,0,0,0,66,0,28131.504
Kyivska City,UA_30,2010,9,,,,,,,,,,,,,,,,,980,1,74,68,77,13,99,22,61,75,77,15,16,10,24,58,11,25,10,27,42,58,64,42,73,26,78,16,99,35,76,44,834.25281
Luhanska,UA_09,2010,9,,,,,,,,,,,,,,,,,6,60,42,0,0,0,33,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,40,44,0,13,0,0,0,24,0,26687.729
Lvivska,UA_46,2010,9,,,,,,,,,,,,,,,,,33,14,50,19,13,18,86,0,31,59,47,0,26,12,23,50,8,75,43,47,27,26,50,34,9,0,47,22,79,0,74,0,21823.723
Mykolaivska,UA_48,2010,9,,,,,,,,,,,,,,,,,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24015.756
Odeska,UA_51,2010,9,,,,,,,,,,,,,,,,,145,44,88,24,32,13,58,0,49,22,89,0,58,10,33,43,13,0,27,23,13,34,100,53,93,0,100,0,66,45,87,0,33347.504
Poltavska,UA_53,2010,9,,,,,,,,,,,,,,,,,4,52,73,75,0,0,15,0,81,0,0,100,0,27,53,43,53,100,0,0,18,34,17,46,0,0,13,0,100,0,61,0,28722.865
Rivnenska,UA_56,2010,9,,,,,,,,,,,,,,,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20053.172
Sevastopilska,UA_40,2010,9,,,,,,,,,,,,,,,,,127,1,37,100,0,0,35,0,100,0,0,100,0,27,0,58,0,0,0,100,0,0,0,57,52,0,0,0,100,0,74,0,57.44772
Sumska,UA_59,2010,9,,,,,,,,,,,,,,,,,0,38,17,0,0,36,40,0,0,0,0,0,100,21,59,75,0,100,0,0,24,0,0,53,0,0,0,0,0,0,0,0,23842.014
Ternopilska,UA_61,2010,9,,,,,,,,,,,,,,,,,5,18,27,0,0,0,0,0,0,0,0,0,0,6,26,0,47,0,0,0,0,84,63,0,0,0,0,0,0,0,82,100,13833.407
Vinnytska,UA_05,2010,9,,,,,,,,,,,,,,,,,12,38,0,0,0,0,0,0,0,0,0,0,100,18,59,100,0,0,0,0,89,30,0,0,0,0,38,0,0,0,100,0,26490.973
Volynska,UA_07,2010,9,,,,,,,,,,,,,,,,,3,14,87,92,43,0,23,0,92,64,0,0,0,33,0,0,0,0,0,0,44,36,58,0,0,0,70,0,46,0,55,0,20149.451
Zakarpatska,UA_21,2010,9,,,,,,,,,,,,,,,,,4,31,0,0,0,0,0,0,0,0,0,0,0,19,49,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,12758.455
Zaporizka,UA_23,2010,9,,,,,,,,,,,,,,,,,80,48,81,100,0,0,79,100,0,100,29,0,0,24,13,30,46,0,45,59,23,21,26,35,87,0,94,100,73,100,88,0,27180.066
